as_of_date,model_name,expected_variance,median_variance,lower_quantile,upper_quantile,monte_carlo_standard_error,heston_used,heston_failure,implied_variance,variance_edge,realized_variance,forecast_error,abs_error,edge_sign_correct
2022-01-27,ensemble,0.019159733945936355,0.019159733945936355,0.019159733945936355,0.019159733945936355,0.0,True,,0.09308845081599999,-0.07392871687006364,0.05496025699873437,-0.03580052305279802,0.03580052305279802,True
2022-01-28,ensemble,0.019390978732491505,0.019390978732491505,0.019390978732491505,0.019390978732491505,0.0,True,,0.07648653984399999,-0.057095561111508486,0.05056497792543058,-0.03117399919293908,0.03117399919293908,True
2022-01-31,ensemble,0.018621246413373163,0.018621246413373163,0.018621246413373163,0.018621246413373163,0.0,True,,0.061623097599999996,-0.04300185118662683,0.05072873659546395,-0.03210749018209079,0.03210749018209079,True
2022-02-01,ensemble,0.01913173713302215,0.01913173713302215,0.01913173713302215,0.01913173713302215,0.0,True,,0.048211424041,-0.029079686907977846,0.050483449559520416,-0.031351712426498264,0.031351712426498264,False
2022-02-02,ensemble,0.0186582976279883,0.0186582976279883,0.0186582976279883,0.0186582976279883,0.0,True,,0.048886536609,-0.030228238981011697,0.05016059550982418,-0.03150229788183588,0.03150229788183588,False
2022-02-03,ensemble,0.019394915421966304,0.019394915421966304,0.019394915421966304,0.019394915421966304,0.0,True,,0.05916472464400001,-0.0397698092220337,0.054115713172984053,-0.034720797751017746,0.034720797751017746,True
2022-02-04,ensemble,0.019113207165820857,0.019113207165820857,0.019113207165820857,0.019113207165820857,0.0,True,,0.053830496196,-0.03471728903017914,0.05454668362851268,-0.03543347646269182,0.03543347646269182,False
2022-02-07,ensemble,0.01926775486687005,0.01926775486687005,0.01926775486687005,0.01926775486687005,0.0,True,,0.052331137599999994,-0.03306338273312995,0.0628228105369541,-0.04355505567008405,0.04355505567008405,False
2022-02-08,ensemble,0.019281951777246117,0.019281951777246117,0.019281951777246117,0.019281951777246117,0.0,True,,0.045952781956,-0.026670830178753883,0.06226286323025986,-0.04298091145301375,0.04298091145301375,False
2022-02-09,ensemble,0.019544028989799116,0.019544028989799116,0.019544028989799116,0.019544028989799116,0.0,True,,0.039744010881000005,-0.02019998189120089,0.06169443489471913,-0.042150405904920016,0.042150405904920016,False
2022-02-10,ensemble,0.01974664057632916,0.01974664057632916,0.01974664057632916,0.01974664057632916,0.0,True,,0.05726640441599999,-0.03751976383967083,0.05839616598839212,-0.03864952541206296,0.03864952541206296,False
2022-02-11,ensemble,0.02012957364856845,0.02012957364856845,0.02012957364856845,0.02012957364856845,0.0,True,,0.075044767249,-0.05491519360043155,0.059314397187235315,-0.03918482353866687,0.03918482353866687,True
